Emp_ID,Emp_Name,Department,Job_Role,City,State,Division,Country,Joining_Date,Exit_Date,Duration_Time,Experience,Attrition,Attrition_Count,Gender,Age,Age_Group,Last_Qualification,Attrition_Reason,Monthly_Salary,Salary_Group,Work_Life_Balance,Job_Satisfaction,City_Lat_Long.1,City_Lat_Long.2,State_Lat_Long.1,State_Lat_Long.2,Exp_at_Com,AgeGroupSort,SalaryGroupSort,Active_Emp_Count,Duration_by_Group
EMP4320,Vivaan Mehta,IT,SysAdmin,Kolkata,West Bengal,East,India,26 March 2018,,7,7+ Yrs,No,0,Male,43,36-45,Bachelor,,104214,12-15 LPA,3,4,35.214065,73.629214,31.264075,72.238855,7,3,8,1,5-7 Yrs
EMP4388,Ishaan Patel,HR,HR Manager,Chennai,Tamil Nadu,South,India,01 May 2018,,7,7+ Yrs,No,0,Male,58,56-65,PhD,,104492,12-15 LPA,1,4,25.69706,68.810406,24.990341,96.816016,7,5,8,1,5-7 Yrs
EMP4389,Aditi Patel,Marketing,Marketing Executive,Mumbai,Maharashtra,West,India,08 February 2018,,7.5,7.5+ Yrs,No,0,Female,35,26-35,Bachelor,,48255,5-6 LPA,4,4,30.830258,94.901029,18.123674,83.37644,7,2,4,1,5-7 Yrs
EMP4391,Vivaan Kumar,IT,Developer,Hyderabad,Telangana,South,India,06 May 2018,,7,7+ Yrs,No,0,Male,39,36-45,PhD,,88766,10-12 LPA,4,4,9.184636,93.544488,27.745393,82.00417,7,3,7,1,5-7 Yrs
EMP4424,Aditi Verma,HR,Recruiter,Delhi,Delhi,North,India,11 August 2018,,7,7+ Yrs,No,0,Female,33,26-35,PhD,,141612,15-18 LPA,4,3,33.646071,88.984045,15.89155,74.071659,7,2,9,1,5-7 Yrs
EMP4434,Aarav Singh,Operations,Operations Executive,Chennai,Tamil Nadu,South,India,14 July 2018,,7,7+ Yrs,No,0,Female,41,36-45,Master,,31071,3-4 LPA,2,3,17.190098,69.418406,34.005172,69.117905,7,3,2,1,5-7 Yrs
EMP4440,Arjun Joshi,Sales,Sales Manager,Bangalore,Karnataka,South,India,17 June 2018,,7,7+ Yrs,No,0,Male,43,36-45,Master,,148209,15-18 LPA,1,1,17.744744,86.885335,20.795604,84.688133,7,3,9,1,5-7 Yrs
EMP4470,Arjun Sharma,Marketing,Content Strategist,Mumbai,Maharashtra,West,India,18 February 2018,,7.5,7.5+ Yrs,No,0,Female,59,56-65,High School,,144536,15-18 LPA,3,5,15.730155,89.118874,32.844622,69.566428,7,5,9,1,5-7 Yrs
EMP4527,Vivaan Sharma,HR,Recruiter,Pune,Maharashtra,West,India,17 April 2018,,7,7+ Yrs,No,0,Female,45,36-45,PhD,,58872,6-8 LPA,2,3,18.629544,93.134824,36.032377,74.966327,7,3,5,1,5-7 Yrs
EMP4596,Sai Joshi,HR,HR Manager,Pune,Maharashtra,West,India,02 July 2018,,7,7+ Yrs,No,0,Male,37,36-45,Master,,142467,15-18 LPA,4,2,32.120282,94.607688,34.119304,87.957251,7,3,9,1,5-7 Yrs
EMP4599,Diya Patel,HR,HR Manager,Delhi,Delhi,North,India,22 July 2018,,7,7+ Yrs,No,0,Female,34,26-35,PhD,,36526,4-5 LPA,1,4,25.018774,69.992281,33.037309,72.064636,7,2,3,1,5-7 Yrs
EMP4605,Vivaan Singh,Operations,Operations Manager,Delhi,Delhi,North,India,07 March 2018,,7,7+ Yrs,No,0,Female,24,18-25,Master,,140891,15-18 LPA,2,1,26.2567,88.490637,36.183333,73.427684,7,1,9,1,5-7 Yrs
EMP4618,Diya Gupta,IT,QA Analyst,Hyderabad,Telangana,South,India,05 July 2018,,7,7+ Yrs,No,0,Male,35,26-35,Master,,56397,6-8 LPA,2,4,26.659261,79.656982,22.662228,78.709626,7,2,5,1,5-7 Yrs
EMP4653,Aarav Chopra,Marketing,Content Strategist,Pune,Maharashtra,West,India,13 May 2018,,7,7+ Yrs,No,0,Female,32,26-35,Master,,98005,10-12 LPA,4,5,12.461365,88.771432,10.022207,77.876504,7,2,7,1,5-7 Yrs
EMP4659,Aditi Verma,Sales,Sales Manager,Kolkata,West Bengal,East,India,18 May 2018,,7,7+ Yrs,No,0,Female,37,36-45,Bachelor,,131780,15-18 LPA,1,2,13.36778,79.89942,12.94253,83.047653,7,3,9,1,5-7 Yrs
EMP4667,Aditya Verma,HR,HR Manager,Hyderabad,Telangana,South,India,26 March 2018,,7,7+ Yrs,No,0,Female,43,36-45,High School,,139049,15-18 LPA,5,1,36.502054,79.243334,32.142259,85.062474,7,3,9,1,5-7 Yrs
EMP4674,Vivaan Mehta,Operations,Operations Manager,Delhi,Delhi,North,India,15 August 2018,,7,7+ Yrs,No,0,Male,56,56-65,Master,,81569,8-10 LPA,3,1,13.637153,90.288972,26.768641,71.538447,7,5,6,1,5-7 Yrs
EMP4702,Aarav Chopra,Finance,Financial Analyst,Pune,Maharashtra,West,India,13 February 2018,,7.5,7.5+ Yrs,No,0,Female,60,56-65,PhD,,129745,15-18 LPA,5,4,20.021593,78.29157,14.051403,72.016542,7,5,9,1,5-7 Yrs
EMP4737,Ananya Gupta,IT,Developer,Bangalore,Karnataka,South,India,23 April 2018,,7,7+ Yrs,No,0,Female,22,18-25,PhD,,135678,15-18 LPA,1,5,27.938328,76.818313,12.202773,80.253172,7,1,9,1,5-7 Yrs
EMP4841,Aarav Reddy,IT,Data Analyst,Hyderabad,Telangana,South,India,11 May 2018,,7,7+ Yrs,No,0,Female,57,56-65,High School,,124219,12-15 LPA,1,2,36.105459,83.401411,36.271377,70.542779,7,5,8,1,5-7 Yrs
EMP4859,Vivaan Kumar,HR,Recruiter,Mumbai,Maharashtra,West,India,25 April 2018,,7,7+ Yrs,No,0,Female,29,26-35,Bachelor,,69002,8-10 LPA,2,1,18.031737,94.9194,26.278101,95.273383,7,2,6,1,5-7 Yrs
EMP4920,Aarav Joshi,HR,Recruiter,Delhi,Delhi,North,India,27 February 2018,,7.5,7.5+ Yrs,No,0,Female,31,26-35,PhD,,54557,6-8 LPA,3,5,9.190482,93.20365,16.917587,72.993673,7,2,5,1,5-7 Yrs
EMP0048,Ishaan Gupta,Marketing,Content Strategist,Chennai,Tamil Nadu,South,India,30 April 2018,,7,7+ Yrs,No,0,Female,54,46-55,PhD,,90814,10-12 LPA,2,3,32.468857,91.37082,19.624564,75.231963,7,4,7,1,5-7 Yrs
EMP0150,Aditi Reddy,HR,HR Manager,Hyderabad,Telangana,South,India,11 June 2018,,7,7+ Yrs,No,0,Male,51,46-55,PhD,,84334,10-12 LPA,4,1,14.059289,94.608947,26.030032,71.952629,7,4,7,1,5-7 Yrs
EMP0160,Aarav Kumar,Marketing,Content Strategist,Delhi,Delhi,North,India,09 August 2018,,7,7+ Yrs,No,0,Female,55,46-55,PhD,,140243,15-18 LPA,3,4,23.055152,73.225687,33.603227,75.50614,7,4,9,1,5-7 Yrs
EMP0250,Krishna Joshi,IT,Data Analyst,Mumbai,Maharashtra,West,India,18 February 2018,,7.5,7.5+ Yrs,No,0,Male,50,46-55,High School,,52426,6-8 LPA,3,1,23.364796,91.02889,36.261089,80.123337,7,4,5,1,5-7 Yrs
EMP0356,Sai Reddy,Finance,Financial Analyst,Hyderabad,Telangana,South,India,21 February 2018,,7.5,7.5+ Yrs,No,0,Female,55,46-55,Master,,120551,12-15 LPA,3,5,29.001474,96.356204,31.051813,88.394627,7,4,8,1,5-7 Yrs
EMP0361,Sai Sharma,Sales,Sales Executive,Mumbai,Maharashtra,West,India,14 July 2018,,7,7+ Yrs,No,0,Male,48,46-55,PhD,,125155,15-18 LPA,5,4,16.279045,83.037094,26.270145,71.956882,7,4,9,1,5-7 Yrs
EMP0460,Krishna Patel,Finance,Accountant,Mumbai,Maharashtra,West,India,19 July 2018,,7,7+ Yrs,No,0,Female,47,46-55,High School,,100040,12-15 LPA,4,4,35.906736,86.353227,17.307133,68.902288,7,4,8,1,5-7 Yrs
EMP0476,Aarav Patel,Support,Support Manager,Bangalore,Karnataka,South,India,10 August 2018,,7,7+ Yrs,No,0,Female,51,46-55,Master,,79636,8-10 LPA,1,1,33.631145,77.601156,8.857541,83.799823,7,4,6,1,5-7 Yrs
EMP0593,Vivaan Kumar,Support,Support Executive,Pune,Maharashtra,West,India,27 February 2018,,7.5,7.5+ Yrs,No,0,Male,48,46-55,PhD,,143450,15-18 LPA,1,2,35.85179,91.937868,20.381421,95.716688,7,4,9,1,5-7 Yrs
EMP0674,Ananya Kumar,Operations,Operations Manager,Bangalore,Karnataka,South,India,30 April 2018,,7,7+ Yrs,No,0,Female,47,46-55,Master,,96601,10-12 LPA,1,1,14.847857,76.717254,16.4981,80.202615,7,4,7,1,5-7 Yrs
EMP0721,Arjun Joshi,Support,Support Executive,Mumbai,Maharashtra,West,India,25 July 2018,,7,7+ Yrs,No,0,Male,46,46-55,Bachelor,,117938,12-15 LPA,4,2,32.504141,89.1013,33.142398,84.795318,7,4,8,1,5-7 Yrs
EMP0972,Arjun Sharma,Marketing,Content Strategist,Delhi,Delhi,North,India,30 June 2018,,7,7+ Yrs,No,0,Female,47,46-55,High School,,120446,12-15 LPA,1,4,28.73629,96.883455,28.171642,87.39495,7,4,8,1,5-7 Yrs
EMP0989,Arjun Singh,IT,Developer,Bangalore,Karnataka,South,India,26 February 2018,,7.5,7.5+ Yrs,No,0,Female,50,46-55,PhD,,22530,2-3 LPA,2,2,11.79788,77.469692,32.492128,87.754027,7,4,1,1,5-7 Yrs
EMP1211,Aditi Sharma,HR,HR Manager,Pune,Maharashtra,West,India,16 February 2018,,7.5,7.5+ Yrs,No,0,Male,49,46-55,Master,,56975,6-8 LPA,2,4,32.399781,89.527059,14.417561,69.595763,7,4,5,1,5-7 Yrs
EMP1325,Krishna Verma,Sales,Sales Manager,Bangalore,Karnataka,South,India,27 July 2018,,7,7+ Yrs,No,0,Female,48,46-55,Master,,97742,10-12 LPA,1,3,30.656918,73.340144,33.750243,89.990612,7,4,7,1,5-7 Yrs
EMP1404,Diya Joshi,HR,HR Manager,Kolkata,West Bengal,East,India,22 March 2018,,7,7+ Yrs,No,0,Female,47,46-55,Bachelor,,82277,8-10 LPA,4,3,29.01562,69.044286,20.458724,81.972393,7,4,6,1,5-7 Yrs
EMP1431,Arjun Sharma,Operations,Operations Executive,Pune,Maharashtra,West,India,11 May 2018,,7,7+ Yrs,No,0,Female,48,46-55,Master,,55707,6-8 LPA,4,5,11.260986,87.120599,31.240487,78.222088,7,4,5,1,5-7 Yrs
EMP1440,Krishna Sharma,Support,Support Manager,Bangalore,Karnataka,South,India,20 August 2018,,7,7+ Yrs,No,0,Female,52,46-55,High School,,122780,12-15 LPA,4,5,25.353102,79.294429,21.80859,88.99456,7,4,8,1,5-7 Yrs
EMP1448,Krishna Sharma,IT,QA Analyst,Kolkata,West Bengal,East,India,26 July 2018,,7,7+ Yrs,No,0,Male,48,46-55,High School,,95979,10-12 LPA,5,4,25.100337,82.750115,25.083429,82.354548,7,4,7,1,5-7 Yrs
EMP1470,Aarav Gupta,Marketing,Content Strategist,Mumbai,Maharashtra,West,India,23 February 2018,,7.5,7.5+ Yrs,No,0,Female,55,46-55,Bachelor,,133425,15-18 LPA,5,3,35.475724,87.566969,16.43071,87.832451,7,4,9,1,5-7 Yrs
EMP1499,Ananya Joshi,IT,Developer,Chennai,Tamil Nadu,South,India,28 May 2018,,7,7+ Yrs,No,0,Male,50,46-55,PhD,,65824,6-8 LPA,2,4,14.142011,75.391461,12.025997,90.861208,7,4,5,1,5-7 Yrs
EMP1567,Aditi Kumar,Sales,Sales Executive,Chennai,Tamil Nadu,South,India,01 August 2018,,7,7+ Yrs,No,0,Female,46,46-55,PhD,,132436,15-18 LPA,2,1,15.754531,95.795361,19.998384,70.066301,7,4,9,1,5-7 Yrs
EMP1686,Aditi Kumar,Finance,Accountant,Hyderabad,Telangana,South,India,24 May 2018,,7,7+ Yrs,No,0,Female,50,46-55,High School,,43840,5-6 LPA,2,4,18.485614,81.927045,34.489849,70.182986,7,4,4,1,5-7 Yrs
EMP1764,Aditi Reddy,Sales,Sales Executive,Pune,Maharashtra,West,India,13 March 2018,,7,7+ Yrs,No,0,Male,54,46-55,PhD,,83133,8-10 LPA,3,5,27.561875,84.43746,18.483442,86.799372,7,4,6,1,5-7 Yrs
EMP1930,Arjun Chopra,Operations,Operations Executive,Delhi,Delhi,North,India,20 August 2018,,7,7+ Yrs,No,0,Female,46,46-55,Master,,28748,3-4 LPA,5,1,14.362354,83.932996,32.198726,77.133843,7,4,2,1,5-7 Yrs
EMP1935,Aditya Verma,IT,Developer,Delhi,Delhi,North,India,10 March 2018,,7,7+ Yrs,No,0,Female,52,46-55,PhD,,92926,10-12 LPA,5,5,21.051232,78.425186,14.162418,75.50305,7,4,7,1,5-7 Yrs
EMP1947,Arjun Verma,HR,Recruiter,Mumbai,Maharashtra,West,India,02 February 2018,,7.5,7.5+ Yrs,No,0,Male,55,46-55,Bachelor,,135441,15-18 LPA,3,1,14.051881,81.319045,30.558445,89.170487,7,4,9,1,5-7 Yrs
EMP2133,Aditi Verma,HR,HR Manager,Bangalore,Karnataka,South,India,18 April 2018,,7,7+ Yrs,No,0,Male,54,46-55,Master,,146141,15-18 LPA,2,4,16.547667,77.670589,17.491564,87.507493,7,4,9,1,5-7 Yrs
EMP2397,Vivaan Mehta,IT,Developer,Bangalore,Karnataka,South,India,07 March 2018,,7,7+ Yrs,No,0,Female,55,46-55,High School,,60973,6-8 LPA,1,2,14.744468,79.767251,23.566633,78.379464,7,4,5,1,5-7 Yrs
EMP2547,Vivaan Reddy,Operations,Operations Executive,Delhi,Delhi,North,India,19 August 2018,,7,7+ Yrs,No,0,Female,46,46-55,High School,,86820,10-12 LPA,1,2,33.858114,89.222832,10.844753,96.919209,7,4,7,1,5-7 Yrs
EMP2597,Aditya Mehta,HR,HR Manager,Bangalore,Karnataka,South,India,07 April 2018,,7,7+ Yrs,No,0,Female,52,46-55,High School,,53528,6-8 LPA,3,1,19.744454,75.266298,14.997663,82.94789,7,4,5,1,5-7 Yrs
EMP2632,Sai Joshi,Finance,Financial Analyst,Hyderabad,Telangana,South,India,20 August 2018,,7,7+ Yrs,No,0,Male,48,46-55,PhD,,116710,12-15 LPA,4,5,14.539918,85.635128,35.89957,77.813129,7,4,8,1,5-7 Yrs
EMP2670,Arjun Chopra,IT,QA Analyst,Hyderabad,Telangana,South,India,04 July 2018,,7,7+ Yrs,No,0,Male,53,46-55,High School,,144432,15-18 LPA,4,2,8.37186,94.256734,10.665784,89.318271,7,4,9,1,5-7 Yrs
EMP2730,Arjun Verma,Sales,Sales Executive,Delhi,Delhi,North,India,25 April 2018,,7,7+ Yrs,No,0,Female,50,46-55,Master,,121113,12-15 LPA,1,5,21.535265,90.287778,30.89568,91.045004,7,4,8,1,5-7 Yrs
EMP2756,Aditya Verma,IT,SysAdmin,Chennai,Tamil Nadu,South,India,24 June 2018,,7,7+ Yrs,No,0,Female,55,46-55,High School,,61513,6-8 LPA,5,1,13.600757,96.215066,9.195072,95.486137,7,4,5,1,5-7 Yrs
EMP2902,Aditya Joshi,IT,Developer,Kolkata,West Bengal,East,India,03 June 2018,,7,7+ Yrs,No,0,Male,48,46-55,High School,,143815,15-18 LPA,3,1,36.718061,72.303523,11.323006,90.391355,7,4,9,1,5-7 Yrs
EMP2911,Ishaan Patel,IT,QA Analyst,Pune,Maharashtra,West,India,03 August 2018,,7,7+ Yrs,No,0,Male,47,46-55,Bachelor,,105244,12-15 LPA,3,3,32.273581,94.563215,24.193844,78.816208,7,4,8,1,5-7 Yrs
EMP2982,Krishna Joshi,Sales,Sales Manager,Kolkata,West Bengal,East,India,12 March 2018,,7,7+ Yrs,No,0,Female,53,46-55,Bachelor,,136281,15-18 LPA,1,4,9.122322,82.420531,27.109802,92.86847,7,4,9,1,5-7 Yrs
EMP3167,Aditya Gupta,Support,Support Executive,Chennai,Tamil Nadu,South,India,30 April 2018,,7,7+ Yrs,No,0,Female,53,46-55,Master,,116244,12-15 LPA,1,3,30.28769,74.817607,34.399042,80.82437,7,4,8,1,5-7 Yrs
EMP3171,Aditya Singh,Support,Support Executive,Bangalore,Karnataka,South,India,05 August 2018,,7,7+ Yrs,No,0,Male,51,46-55,High School,,67930,8-10 LPA,3,3,27.679427,86.626861,33.713982,90.487433,7,4,6,1,5-7 Yrs
EMP3279,Aditi Singh,Support,Support Executive,Bangalore,Karnataka,South,India,21 May 2018,,7,7+ Yrs,No,0,Female,47,46-55,PhD,,36169,4-5 LPA,5,5,10.131062,73.830607,16.178161,86.201457,7,4,3,1,5-7 Yrs
EMP3330,Aarav Gupta,HR,HR Manager,Kolkata,West Bengal,East,India,26 April 2018,,7,7+ Yrs,No,0,Male,52,46-55,PhD,,122058,12-15 LPA,1,5,20.081368,92.835938,36.19082,77.027331,7,4,8,1,5-7 Yrs
EMP3487,Ananya Verma,Operations,Operations Executive,Chennai,Tamil Nadu,South,India,26 June 2018,,7,7+ Yrs,No,0,Male,47,46-55,High School,,128248,15-18 LPA,5,3,35.44635,76.670714,25.986522,80.448376,7,4,9,1,5-7 Yrs
EMP3523,Vivaan Kumar,Sales,Sales Executive,Delhi,Delhi,North,India,14 May 2018,,7,7+ Yrs,No,0,Female,47,46-55,Master,,147360,15-18 LPA,4,3,27.642343,87.370141,12.05487,94.518255,7,4,9,1,5-7 Yrs
EMP3540,Aditi Joshi,Marketing,Content Strategist,Mumbai,Maharashtra,West,India,28 February 2018,,7.5,7.5+ Yrs,No,0,Female,51,46-55,Bachelor,,141693,15-18 LPA,1,3,28.796758,92.522751,27.531087,77.628066,7,4,9,1,5-7 Yrs
EMP3546,Diya Singh,Sales,Sales Executive,Kolkata,West Bengal,East,India,10 February 2018,,7.5,7.5+ Yrs,No,0,Male,48,46-55,High School,,138934,15-18 LPA,3,5,32.453788,79.138428,34.495482,68.0423,7,4,9,1,5-7 Yrs
EMP3689,Sai Gupta,Support,Support Executive,Mumbai,Maharashtra,West,India,26 April 2018,,7,7+ Yrs,No,0,Male,51,46-55,Bachelor,,142434,15-18 LPA,1,5,13.803961,80.11422,33.238495,76.666867,7,4,9,1,5-7 Yrs
EMP3962,Diya Sharma,Operations,Operations Executive,Hyderabad,Telangana,South,India,01 April 2018,,7,7+ Yrs,No,0,Female,52,46-55,PhD,,24271,2-3 LPA,3,1,25.974165,85.541835,9.12468,73.55155,7,4,1,1,5-7 Yrs
EMP4038,Arjun Joshi,Support,Support Executive,Kolkata,West Bengal,East,India,26 July 2018,,7,7+ Yrs,No,0,Female,52,46-55,Master,,67837,8-10 LPA,2,3,12.606031,94.854495,8.154371,87.917075,7,4,6,1,5-7 Yrs
EMP4062,Ishaan Verma,Marketing,Content Strategist,Pune,Maharashtra,West,India,18 August 2018,,7,7+ Yrs,No,0,Female,54,46-55,Bachelor,,23765,2-3 LPA,1,2,31.031633,86.088345,36.838092,83.922775,7,4,1,1,5-7 Yrs
EMP4094,Arjun Verma,Sales,Sales Executive,Chennai,Tamil Nadu,South,India,03 August 2018,,7,7+ Yrs,No,0,Male,49,46-55,High School,,59840,6-8 LPA,5,2,8.198516,70.110687,33.059036,89.338108,7,4,5,1,5-7 Yrs
EMP4128,Ishaan Reddy,Finance,Financial Analyst,Bangalore,Karnataka,South,India,09 August 2018,,7,7+ Yrs,No,0,Male,55,46-55,Master,,108911,12-15 LPA,2,1,28.155526,95.285864,8.008799,75.377808,7,4,8,1,5-7 Yrs
EMP4162,Ishaan Mehta,Support,Support Manager,Bangalore,Karnataka,South,India,05 February 2018,,7.5,7.5+ Yrs,No,0,Female,55,46-55,Bachelor,,30028,3-4 LPA,4,4,23.324477,82.188503,16.567058,72.938008,7,4,2,1,5-7 Yrs
EMP4274,Diya Singh,Operations,Operations Manager,Hyderabad,Telangana,South,India,11 April 2018,,7,7+ Yrs,No,0,Male,47,46-55,High School,,89772,10-12 LPA,2,2,14.17963,70.169752,34.626452,81.011584,7,4,7,1,5-7 Yrs
EMP4396,Krishna Chopra,Marketing,Marketing Executive,Bangalore,Karnataka,South,India,09 June 2018,,7,7+ Yrs,No,0,Female,47,46-55,Bachelor,,122117,12-15 LPA,1,2,13.809225,86.84537,12.46117,86.935261,7,4,8,1,5-7 Yrs
EMP4407,Aditya Singh,Sales,Sales Manager,Kolkata,West Bengal,East,India,07 April 2018,,7,7+ Yrs,No,0,Male,52,46-55,PhD,,100403,12-15 LPA,4,5,12.572524,72.24504,22.150465,71.521241,7,4,8,1,5-7 Yrs
EMP4574,Krishna Verma,HR,HR Manager,Bangalore,Karnataka,South,India,27 March 2018,,7,7+ Yrs,No,0,Male,46,46-55,PhD,,114766,12-15 LPA,4,5,16.670153,82.897457,18.937104,69.017528,7,4,8,1,5-7 Yrs
EMP4608,Sai Joshi,Operations,Operations Executive,Chennai,Tamil Nadu,South,India,25 February 2018,,7.5,7.5+ Yrs,No,0,Male,51,46-55,High School,,116391,12-15 LPA,1,2,19.729916,80.799328,26.130467,90.880629,7,4,8,1,5-7 Yrs
EMP4617,Ananya Singh,Marketing,Marketing Executive,Kolkata,West Bengal,East,India,02 February 2018,,7.5,7.5+ Yrs,No,0,Female,52,46-55,Master,,144015,15-18 LPA,4,2,17.452521,77.694291,19.060124,78.256749,7,4,9,1,5-7 Yrs
EMP4640,Vivaan Reddy,Support,Support Executive,Delhi,Delhi,North,India,24 June 2018,,7,7+ Yrs,No,0,Female,55,46-55,PhD,,54438,6-8 LPA,1,1,30.001413,96.206757,9.758631,81.432327,7,4,5,1,5-7 Yrs
EMP4768,Ananya Sharma,HR,HR Manager,Chennai,Tamil Nadu,South,India,12 February 2018,,7.5,7.5+ Yrs,No,0,Female,54,46-55,High School,,57252,6-8 LPA,1,2,29.152776,96.596523,32.590848,89.274674,7,4,5,1,5-7 Yrs
EMP4769,Ananya Sharma,HR,Recruiter,Delhi,Delhi,North,India,31 May 2018,,7,7+ Yrs,No,0,Female,54,46-55,High School,,115412,12-15 LPA,3,5,32.221111,72.335526,36.912563,72.668312,7,4,8,1,5-7 Yrs
EMP4810,Aditya Reddy,HR,HR Manager,Bangalore,Karnataka,South,India,18 April 2018,,7,7+ Yrs,No,0,Male,48,46-55,High School,,24390,2-3 LPA,2,5,36.105819,93.71536,32.32607,81.077211,7,4,1,1,5-7 Yrs
EMP4891,Aarav Gupta,IT,QA Analyst,Delhi,Delhi,North,India,17 March 2018,,7,7+ Yrs,No,0,Female,49,46-55,Bachelor,,100141,12-15 LPA,2,1,25.438876,77.458418,24.138656,96.141167,7,4,8,1,5-7 Yrs
EMP4940,Ishaan Patel,HR,HR Manager,Mumbai,Maharashtra,West,India,19 August 2018,,7,7+ Yrs,No,0,Male,51,46-55,Master,,79045,8-10 LPA,5,4,20.805798,85.938789,36.773499,84.025379,7,4,6,1,5-7 Yrs
EMP0076,Diya Joshi,Sales,Sales Executive,Bangalore,Karnataka,South,India,09 August 2020,,5,5+ Yrs,No,0,Male,50,46-55,PhD,,101347,12-15 LPA,1,1,11.039942,86.510051,10.086618,69.113864,5,4,8,1,3-5 Yrs
EMP0085,Ananya Kumar,Support,Support Manager,Kolkata,West Bengal,East,India,08 April 2020,,5,5+ Yrs,No,0,Male,52,46-55,Bachelor,,71727,8-10 LPA,3,4,8.240734,91.682929,25.73625,76.122788,5,4,6,1,3-5 Yrs
EMP0202,Aarav Kumar,Finance,Financial Analyst,Delhi,Delhi,North,India,03 February 2020,,5.5,5.5+ Yrs,No,0,Female,25,18-25,High School,,97643,10-12 LPA,3,1,28.781007,78.661,29.695962,69.588624,5,1,7,1,3-5 Yrs
EMP0217,Diya Patel,HR,Recruiter,Pune,Maharashtra,West,India,15 March 2020,,5,5+ Yrs,No,0,Male,46,46-55,High School,,145691,15-18 LPA,3,1,23.650756,92.122389,34.25063,79.464152,5,4,9,1,3-5 Yrs
EMP0221,Arjun Mehta,IT,QA Analyst,Bangalore,Karnataka,South,India,23 April 2020,,5,5+ Yrs,No,0,Male,27,26-35,Bachelor,,130992,15-18 LPA,3,4,22.214081,88.407277,17.229556,83.73385,5,2,9,1,3-5 Yrs
EMP0258,Krishna Reddy,HR,Recruiter,Mumbai,Maharashtra,West,India,09 August 2020,,5,5+ Yrs,No,0,Female,41,36-45,PhD,,106490,12-15 LPA,3,2,14.397715,92.204982,30.137186,78.769519,5,3,8,1,3-5 Yrs
EMP0262,Diya Mehta,Sales,Sales Executive,Mumbai,Maharashtra,West,India,08 March 2020,,5,5+ Yrs,No,0,Female,29,26-35,Bachelor,,62404,6-8 LPA,5,1,15.536816,95.927978,13.130047,68.770154,5,2,5,1,3-5 Yrs
EMP0264,Ananya Gupta,Support,Support Executive,Bangalore,Karnataka,South,India,03 August 2020,,5,5+ Yrs,No,0,Male,41,36-45,High School,,105944,12-15 LPA,4,1,20.724207,77.572201,20.659315,90.235577,5,3,8,1,3-5 Yrs
EMP0276,Diya Sharma,Operations,Operations Executive,Pune,Maharashtra,West,India,03 July 2020,,5,5+ Yrs,No,0,Female,30,26-35,Master,,63134,6-8 LPA,2,5,30.154927,77.450166,9.176577,84.710067,5,2,5,1,3-5 Yrs
EMP0289,Arjun Gupta,Marketing,Marketing Executive,Pune,Maharashtra,West,India,05 June 2020,,5,5+ Yrs,No,0,Female,24,18-25,High School,,148937,15-18 LPA,3,5,13.59864,69.91867,32.991923,89.889134,5,1,9,1,3-5 Yrs
EMP0294,Aditi Reddy,IT,SysAdmin,Delhi,Delhi,North,India,26 April 2020,,5,5+ Yrs,No,0,Female,59,56-65,High School,,124831,12-15 LPA,2,2,13.963197,81.243629,12.815786,88.82755,5,5,8,1,3-5 Yrs
EMP0298,Arjun Mehta,Sales,Sales Executive,Delhi,Delhi,North,India,18 March 2020,,5,5+ Yrs,No,0,Male,28,26-35,PhD,,59550,6-8 LPA,2,4,27.326636,76.072719,8.830416,85.893464,5,2,5,1,3-5 Yrs
EMP0308,Vivaan Reddy,Finance,Accountant,Kolkata,West Bengal,East,India,17 February 2020,,5.5,5.5+ Yrs,No,0,Male,52,46-55,High School,,137704,15-18 LPA,4,3,24.406845,74.916566,34.944266,90.940086,5,4,9,1,3-5 Yrs
EMP0329,Sai Singh,Marketing,Marketing Executive,Chennai,Tamil Nadu,South,India,23 February 2020,,5.5,5.5+ Yrs,No,0,Female,50,46-55,Bachelor,,27646,3-4 LPA,5,3,22.181722,74.646299,19.348482,79.62288,5,4,2,1,3-5 Yrs
EMP0349,Arjun Verma,IT,SysAdmin,Delhi,Delhi,North,India,09 April 2020,,5,5+ Yrs,No,0,Female,54,46-55,PhD,,40387,4-5 LPA,3,4,13.898674,87.310098,24.972953,92.666694,5,4,3,1,3-5 Yrs
EMP0357,Aarav Chopra,Sales,Sales Manager,Mumbai,Maharashtra,West,India,05 February 2020,,5.5,5.5+ Yrs,No,0,Female,48,46-55,High School,,131154,15-18 LPA,5,1,17.010888,85.102198,17.492157,72.555519,5,4,9,1,3-5 Yrs
EMP0391,Ishaan Patel,Sales,Sales Manager,Pune,Maharashtra,West,India,08 August 2020,,5,5+ Yrs,No,0,Male,40,36-45,High School,,88565,10-12 LPA,4,3,12.262038,75.254654,27.277599,96.034768,5,3,7,1,3-5 Yrs
EMP0396,Aditya Gupta,Finance,Accountant,Delhi,Delhi,North,India,24 August 2020,,5,5+ Yrs,No,0,Female,45,36-45,Master,,70758,8-10 LPA,2,1,12.354872,81.69376,25.988072,89.706589,5,3,6,1,3-5 Yrs
EMP0398,Diya Patel,Finance,Accountant,Delhi,Delhi,North,India,13 April 2020,,5,5+ Yrs,No,0,Female,32,26-35,High School,,25694,3-4 LPA,5,2,19.749922,90.781711,16.629698,77.633208,5,2,2,1,3-5 Yrs
